foto_mes,variable,mean,std,min,max,median
202107,mcaja_ahorro_dolares,118231.19196821305,1103078.6331214723,-20187.24,233532856.52,7.94
202107,mplazo_fijo_dolares,124409.4505069382,755202.7153553753,0.0,72704608.08,0.0
202107,Master_mlimitecompra,391873.0463625187,574275.4813352562,985.32,9522132.48,197064.0
202107,Visa_mlimitecompra,400156.62154204503,525562.5722157833,1011.71,13570671.6,225216.0
202107,minversion1_pesos,28613.28611551921,603851.9758218109,0.0,133930007.89,0.0
202108,Master_mfinanciacion_limite,373647.31945011526,1115111.9683654278,0.0,87788849.01,177357.6
202108,Visa_mfinanciacion_limite,779893.3110331296,6234926.733565107,0.0,351067534.8,202694.4
202108,mtransferencias_recibidas,155373.38880016017,2105607.137880281,0.0,581874978.75,44793.345
202108,minversion2,43620.12371036633,1097752.7167933036,0.0,118365418.46,0.0
202108,mcuentas_saldo,238273.62877661965,1457556.2507194534,-9127115.55,283038850.1,39013.240000000005
202108,mcaja_ahorro_dolares,119144.91421424324,946430.9445569867,-20401.26,151613455.14,9.17
202108,mplazo_fijo_dolares,125041.3090867724,732922.1832439927,0.0,54309889.44,0.0
202108,Master_mlimitecompra,396906.250235636,577750.4368322607,985.32,9609825.96,197064.0
202108,Visa_mlimitecompra,394868.48722387874,518585.3783372763,674.47,13693132.8,225216.0
202108,minversion1_pesos,29356.715987671552,552984.1350169849,0.0,75209214.72,0.0
